City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,mandiana,10.6333,-8.6833,26.9,73.0,47.0,2.69,GN,1690364636.0
334,potsdam,52.3989,13.0657,21.27,56.0,100.0,5.41,DE,1690364637.0
335,guerrero negro,27.9769,-114.0611,19.13,88.0,43.0,3.24,MX,1690364637.0
336,nemuro,43.3236,145.575,18.07,96.0,89.0,2.05,JP,1690364638.0
338,susuman,62.7833,148.1667,15.41,72.0,63.0,3.37,RU,1690364640.0
339,quirinopolis,-18.4483,-50.4517,19.24,58.0,3.0,1.84,BR,1690364641.0
340,gebeit,21.0667,36.3167,41.42,8.0,99.0,5.02,SD,1690364641.0
341,marsh harbour,26.5412,-77.0636,29.06,72.0,83.0,4.48,BS,1690364642.0
342,bubaque,11.2833,-15.8333,26.75,82.0,100.0,5.84,GW,1690364642.0
343,farafangana,-22.8167,47.8333,22.01,56.0,78.0,6.71,MG,1690364643.0
344,baruun-urt,46.6806,113.2792,29.15,31.0,71.0,5.79,MN,1690364644.0
345,kati,12.7441,-8.0726,27.67,57.0,69.0,2.42,ML,1690364645.0
346,souillac,-20.5167,57.5167,26.21,69.0,40.0,2.57,MU,1690364645.0
347,milford haven,51.7128,-5.0341,16.17,91.0,100.0,7.96,GB,1690364646.0
348,berezovyy,51.6667,135.7,21.08,95.0,94.0,1.89,RU,1690364647.0
349,sao vicente,-23.9631,-46.3919,21.82,26.0,12.0,2.03,BR,1690364648.0
350,raja,8.4596,25.678,22.24,97.0,100.0,1.98,SS,1690364653.0
351,icano,-28.9193,-65.3282,8.1,90.0,80.0,1.71,AR,1690364654.0
352,mount pearl,47.5166,-52.7813,19.62,88.0,40.0,4.12,CA,1690364655.0
353,portland,45.5234,-122.6762,16.99,75.0,0.0,4.12,US,1690364616.0
354,russkaya polyana,49.417,31.9201,32.64,37.0,16.0,4.74,UA,1690364656.0
355,ritchie,-29.038,24.6028,18.56,31.0,15.0,10.62,ZA,1690364656.0
356,myitkyina,25.3833,97.4,30.84,74.0,42.0,1.33,MM,1690364657.0
357,cadale,2.7603,46.3222,27.0,68.0,71.0,9.75,SO,1690364657.0
358,kloulklubed,7.0419,134.2556,24.28,79.0,100.0,6.59,PW,1690364658.0
359,sisimiut,66.9395,-53.6735,8.47,73.0,4.0,2.63,GL,1690364659.0
361,srivardhan,18.0333,73.0167,25.85,92.0,100.0,7.36,IN,1690364660.0
362,ketchikan,55.3422,-131.6461,16.26,77.0,100.0,1.54,US,1690364660.0
363,coronel dorrego,-38.7187,-61.2873,6.46,80.0,92.0,6.52,AR,1690364661.0
364,bang saphan,11.2126,99.5117,29.21,73.0,98.0,3.87,TH,1690364661.0
365,okahandja,-21.9833,16.9167,23.22,19.0,2.0,1.48,NA,1690364662.0
366,tarko-sale,64.9225,77.785,26.3,48.0,71.0,4.42,RU,1690364662.0
367,kone,-21.0595,164.8658,16.79,69.0,11.0,2.88,NC,1690364663.0
368,inyonga,-6.7167,32.0667,28.15,22.0,12.0,3.23,TZ,1690364663.0
369,princeville,45.7668,-61.2985,19.06,96.0,0.0,1.03,CA,1690364664.0
370,rawson,-43.3002,-65.1023,3.48,73.0,37.0,8.13,AR,1690364447.0
371,oliveira dos brejinhos,-12.3169,-42.8961,18.21,72.0,0.0,1.87,BR,1690364665.0
372,portoferraio,42.8115,10.3146,27.05,61.0,0.0,3.6,IT,1690364666.0
373,kikwit,-5.041,18.8162,36.91,21.0,27.0,1.08,CD,1690364666.0
374,kapuskasing,49.4169,-82.4331,14.05,82.0,0.0,2.57,CA,1690364667.0
375,callao,-12.0667,-77.15,20.16,73.0,75.0,5.14,PE,1690364667.0
376,burang,30.25,81.1667,11.18,87.0,100.0,1.9,CN,1690364668.0
377,preobrazheniye,42.9019,133.9064,22.06,93.0,97.0,2.6,RU,1690364668.0
378,xining,36.6167,101.7667,15.61,86.0,100.0,2.4,CN,1690364669.0
379,hami,42.8,93.45,39.83,7.0,0.0,5.28,CN,1690364669.0
380,aginskoye,51.1,114.53,19.71,84.0,96.0,5.36,RU,1690364670.0
381,jesus maria,-30.9815,-64.0942,9.17,81.0,6.0,3.78,AR,1690364670.0
382,saint-joseph,-21.3667,55.6167,24.71,76.0,10.0,3.79,RE,1690364671.0
383,salahonda,2.1019,-78.7217,25.69,87.0,100.0,5.07,CO,1690364672.0
384,oltinko'l,40.8011,72.1634,45.07,9.0,0.0,3.33,UZ,1690364672.0
385,ciudad madero,22.2667,-97.8333,26.14,90.0,94.0,2.76,MX,1690364673.0
386,gao,16.6362,1.637,36.16,31.0,88.0,5.76,ML,1690364673.0
387,harstad,68.799,16.5293,19.66,88.0,27.0,1.79,NO,1690364675.0
388,jinchang,38.4953,102.1739,29.21,23.0,100.0,1.81,CN,1690364675.0
389,selfoss,63.9331,-20.9971,13.91,71.0,99.0,3.47,IS,1690364676.0
390,luanda,-8.8368,13.2343,24.0,73.0,75.0,1.03,AO,1690364456.0
391,kibre mengist,5.8833,38.9833,16.39,83.0,100.0,2.98,ET,1690364677.0
392,esmeraldas,-19.7625,-44.3139,17.58,93.0,3.0,1.78,BR,1690364679.0
393,kununurra,-15.7667,128.7333,19.99,52.0,7.0,0.0,AU,1690364679.0
394,pisco,-13.7,-76.2167,17.03,82.0,100.0,4.12,PE,1690364680.0
395,nishinoomote,30.7333,131.0,29.31,89.0,40.0,4.63,JP,1690364680.0
396,mahina,-17.5065,-149.489,24.87,83.0,75.0,4.12,PF,1690364681.0
397,onega,63.9061,38.1404,19.88,62.0,52.0,1.62,RU,1690364681.0
398,anapa,44.8908,37.3239,29.19,58.0,0.0,6.0,RU,1690364682.0
399,the pas,53.8251,-101.2541,19.01,59.0,100.0,5.14,CA,1690364682.0
400,bel ombre,-4.6167,55.4167,27.91,78.0,40.0,7.2,SC,1690364688.0
401,nuku'alofa,-21.1333,-175.2,18.19,94.0,75.0,1.54,TO,1690364688.0
402,vernon,50.2581,-119.2691,15.34,66.0,74.0,0.51,CA,1690364689.0
403,coquimbo,-29.9533,-71.3436,11.85,100.0,100.0,1.54,CL,1690364349.0
404,rurrenabaque,-14.4413,-67.5278,20.8,86.0,52.0,0.56,BO,1690364690.0
405,al hudaydah,14.7978,42.9545,37.47,42.0,41.0,6.18,YE,1690364690.0
406,laem sing,12.4816,102.0738,29.19,79.0,69.0,4.69,TH,1690364691.0
407,ancud,-41.8697,-73.8203,7.69,78.0,100.0,1.11,CL,1690364691.0
409,businga,3.3333,20.8833,27.72,61.0,98.0,1.83,CD,1690364693.0
410,newman,37.3138,-121.0208,23.49,74.0,0.0,1.73,US,1690364694.0
411,dedza,-14.3779,34.3332,19.83,24.0,1.0,4.28,MW,1690364694.0
412,kailua-kona,19.6406,-155.9956,26.98,89.0,40.0,2.06,US,1690364622.0
413,datong,40.0936,113.2914,26.38,53.0,69.0,3.37,CN,1690364574.0
414,bucerias,20.75,-105.3333,27.21,87.0,100.0,2.24,MX,1690364697.0
415,kourou,5.1552,-52.6478,24.03,92.0,33.0,1.67,GF,1690364697.0
416,novopavlovsk,43.9622,43.6342,28.67,36.0,0.0,4.72,RU,1690364698.0
417,broken hill,-31.95,141.4333,13.4,43.0,0.0,3.45,AU,1690364643.0
418,gold coast,-28.0,153.4333,16.13,78.0,40.0,2.06,AU,1690364699.0
419,kafr ad dawwar,31.1339,30.1284,33.26,58.0,0.0,3.6,EG,1690364699.0
421,road town,18.4167,-64.6167,28.05,79.0,100.0,9.08,VG,1690364700.0
422,seven pagodas,12.6264,80.1722,31.03,72.0,100.0,7.18,IN,1690364701.0
423,pimentel,-6.8367,-79.9342,22.16,83.0,100.0,2.57,PE,1690364702.0
424,banca,46.3,27.8,38.67,18.0,56.0,6.16,RO,1690364703.0
425,xilin hot,43.9667,116.0333,21.83,76.0,79.0,8.23,CN,1690364703.0
426,puerto aysen,-45.4,-72.7,-0.01,98.0,100.0,1.27,CL,1690364704.0
427,tromso,69.6496,18.957,17.01,67.0,75.0,1.03,NO,1690364705.0
428,arno,60.1167,18.6333,19.96,52.0,16.0,3.3,SE,1690364705.0
429,mancio lima,-7.6142,-72.8958,21.62,84.0,21.0,1.12,BR,1690364706.0
430,greymouth,-42.4667,171.2,5.56,80.0,77.0,1.16,NZ,1690364706.0
431,quartu sant'elena,39.2419,9.1839,28.95,40.0,20.0,10.29,IT,1690364461.0
432,bodaybo,57.8506,114.1933,28.41,53.0,29.0,1.48,RU,1690364707.0
433,salinopolis,-0.6136,-47.3561,25.36,88.0,85.0,3.35,BR,1690364708.0
434,west bay,19.3667,-81.4167,27.78,87.0,96.0,0.89,KY,1690364709.0
435,poronaysk,49.2167,143.1167,14.79,99.0,100.0,2.42,RU,1690364709.0
436,yinchuan,38.4681,106.2731,35.74,18.0,90.0,3.52,CN,1690364710.0
437,tamandare,-8.7597,-35.1047,24.09,80.0,12.0,3.32,BR,1690364711.0
438,lemvig,56.5486,8.3102,14.0,90.0,93.0,10.52,DK,1690364711.0
439,georgievka,49.3314,81.5761,33.96,18.0,37.0,5.11,KZ,1690364712.0
440,coari,-4.085,-63.1414,22.03,68.0,4.0,1.19,BR,1690364712.0
441,siwa oasis,29.2041,25.5195,37.39,17.0,0.0,4.67,EG,1690364713.0
442,praia da vitoria,38.7333,-27.0667,22.64,83.0,75.0,3.87,PT,1690364713.0
443,andilamena,-17.0167,48.5833,19.43,70.0,99.0,5.52,MG,1690364714.0
444,gaspe,48.8334,-64.4819,16.95,100.0,75.0,0.0,CA,1690364715.0
445,nouadhibou,20.931,-17.0347,24.99,65.0,27.0,7.2,MR,1690364715.0
446,ust'-ilimsk,58.0006,102.6619,25.85,49.0,100.0,1.16,RU,1690364716.0
447,boyolangu,-8.1181,111.8935,23.51,82.0,12.0,3.35,ID,1690364716.0
448,new norfolk,-42.7826,147.0587,12.06,80.0,100.0,1.68,AU,1690364717.0
449,zhukovo,55.0318,36.744,25.88,59.0,94.0,6.26,RU,1690364717.0
450,forster,-32.1667,152.5167,9.1,97.0,0.0,2.09,AU,1690364723.0
452,riyadh,24.6877,46.7219,45.08,6.0,86.0,3.9,SA,1690364606.0
453,manaure,11.7751,-72.4445,26.22,89.0,60.0,2.53,CO,1690364725.0
454,verkhnevilyuysk,63.4453,120.3167,22.46,47.0,100.0,2.77,RU,1690364725.0
455,dampit,-8.2116,112.7493,21.91,83.0,24.0,2.4,ID,1690364726.0
456,monrovia,6.3005,-10.7969,24.28,91.0,100.0,1.51,LR,1690364727.0
457,mazagao,-0.115,-51.2894,24.03,90.0,34.0,1.35,BR,1690364727.0
458,sandnessjoen,66.0217,12.6316,19.29,63.0,75.0,2.06,NO,1690364728.0
459,freetown,8.484,-13.2299,26.48,82.0,98.0,1.52,SL,1690364729.0
460,kyren,51.6828,102.1408,24.44,49.0,37.0,2.7,RU,1690364729.0
461,saint marys,30.7305,-81.5465,26.01,86.0,0.0,0.0,US,1690364730.0
462,vila franca do campo,37.7167,-25.4333,26.22,64.0,7.0,1.02,PT,1690364730.0
463,isla del bosque,22.7333,-105.85,26.52,88.0,100.0,2.3,MX,1690364731.0
464,kugesi,56.029,47.2925,21.81,83.0,75.0,3.0,RU,1690364731.0
465,nova sintra,14.8667,-24.7167,22.79,85.0,100.0,4.58,CV,1690364732.0
466,eastham,41.8301,-69.9739,21.64,84.0,57.0,0.89,US,1690364733.0
467,prince george,53.9166,-122.753,11.81,88.0,100.0,5.66,CA,1690364733.0
468,bandar lampung,-5.4254,105.258,26.61,75.0,60.0,2.73,ID,1690364734.0
469,lafayette,30.2335,-92.0668,24.43,93.0,0.0,0.0,US,1690364734.0
470,pagar alam,-4.0167,103.2667,24.07,94.0,75.0,0.88,ID,1690364735.0
471,qaqortoq,60.7167,-46.0333,5.15,93.0,48.0,1.74,GL,1690364735.0
472,yigo village,13.5361,144.8886,28.62,84.0,40.0,7.72,GU,1690364736.0
473,kutum,14.2,24.6667,31.2,31.0,100.0,8.8,SD,1690364736.0
474,saint-philippe,-21.3585,55.7679,24.77,75.0,10.0,4.1,RE,1690364737.0
475,alo,7.4178,6.7371,28.95,73.0,77.0,1.76,NG,1690364738.0
476,weno,7.4515,151.8468,26.97,100.0,40.0,1.54,FM,1690364738.0
477,deming,32.2687,-107.7586,23.94,27.0,0.0,0.0,US,1690364739.0
478,savanna-la-mar,18.219,-78.1332,27.97,91.0,86.0,2.09,JM,1690364739.0
479,kibaya,-5.3,36.5667,24.17,28.0,60.0,3.63,TZ,1690364740.0
480,grudziadz,53.4841,18.7537,22.13,51.0,99.0,4.76,PL,1690364740.0
481,barra de santo antonio,-9.4047,-35.5072,19.6,77.0,15.0,2.93,BR,1690364741.0
482,sola,-13.8833,167.55,24.96,81.0,100.0,12.2,VU,1690364742.0
483,phalodi,27.1333,72.3667,34.9,50.0,100.0,3.73,IN,1690364742.0
484,puerto francisco de orellana,-0.4667,-76.9667,21.04,90.0,100.0,0.41,EC,1690364743.0
485,port shepstone,-30.7414,30.455,21.06,47.0,35.0,7.06,ZA,1690364743.0
486,kill devil hills,36.0307,-75.676,25.55,91.0,40.0,2.57,US,1690364744.0
487,woodlake,37.4211,-77.6793,21.64,93.0,0.0,1.54,US,1690364744.0
488,mitsamiouli,-11.3847,43.2844,29.16,65.0,40.0,9.77,KM,1690364745.0
489,barakani,-12.1356,44.4317,25.64,70.0,69.0,5.86,KM,1690364745.0
490,guarapari,-20.6667,-40.4975,20.5,90.0,88.0,3.64,BR,1690364746.0
491,keene,42.9337,-72.2781,18.52,95.0,100.0,0.0,US,1690364746.0
492,zhuanghe,39.7008,122.9911,26.13,89.0,97.0,1.89,CN,1690364747.0
493,tanout,14.9709,8.8879,33.37,41.0,99.0,5.57,NE,1690364748.0
494,guiratinga,-16.3494,-53.7583,17.45,53.0,0.0,1.79,BR,1690364748.0
495,saynshand,44.8824,110.1163,31.37,26.0,5.0,4.03,MN,1690364749.0
496,richmond,37.5538,-77.4603,22.03,93.0,0.0,1.54,US,1690364515.0
497,oulunsalo,64.9346,25.4112,19.47,64.0,40.0,2.68,FI,1690364750.0
498,pundong,-7.9522,110.3486,24.53,78.0,36.0,5.53,ID,1690364751.0
499,lethem,3.3803,-59.7968,23.32,94.0,98.0,2.06,GY,1690364751.0
500,labytnangi,66.6572,66.4183,18.49,81.0,100.0,3.0,RU,1690364757.0
501,sharlyk,52.9167,54.75,29.05,34.0,25.0,5.05,RU,1690364757.0
502,wankyi,7.7392,-2.1046,24.41,89.0,100.0,2.5,GH,1690364758.0
503,pangoa,-12.1167,-73.0,20.57,75.0,44.0,1.08,PE,1690364758.0
504,garoua boulai,5.8833,14.55,23.53,83.0,100.0,0.6,CM,1690364759.0
506,konarka,19.9,86.1167,28.22,74.0,58.0,6.4,IN,1690364760.0
507,lata,40.1629,-8.3327,27.49,43.0,0.0,1.57,PT,1690364761.0
508,mgandu,-5.95,34.1333,25.35,24.0,16.0,4.24,TZ,1690364761.0
509,bandarbeyla,9.4942,50.8122,30.94,49.0,17.0,14.1,SO,1690364762.0
510,heihe,50.2441,127.4902,27.32,64.0,50.0,2.33,CN,1690364762.0
511,ocean shores,46.9737,-124.1563,14.0,93.0,0.0,3.09,US,1690364510.0
512,nhamunda,-2.1861,-56.7131,22.07,69.0,3.0,0.71,BR,1690364763.0
513,zgorzelec,51.1494,15.0084,20.12,68.0,95.0,2.24,PL,1690364764.0
515,akhmim,26.5622,31.745,37.11,13.0,6.0,2.8,EG,1690364765.0
516,san carlos del zulia,9.0,-71.9135,23.82,98.0,100.0,1.8,VE,1690364766.0
517,midvagur,62.0511,-7.1939,11.46,66.0,85.0,3.09,FO,1690364766.0
518,mount gambier,-37.8333,140.7667,8.66,90.0,100.0,2.29,AU,1690364473.0
519,fada,9.5667,8.3,26.92,67.0,96.0,1.89,NG,1690364768.0
520,galveston,29.3669,-94.9669,28.33,91.0,0.0,2.95,US,1690364551.0
521,oasis,33.4659,-116.0989,37.02,23.0,0.0,6.17,US,1690364769.0
522,thinadhoo,0.5333,72.9333,28.32,79.0,97.0,5.9,MV,1690364770.0
523,flekkefjord,58.2971,6.6607,15.53,76.0,71.0,3.37,NO,1690364771.0
524,mayya,61.7333,130.2811,25.62,47.0,87.0,3.26,RU,1690364772.0
525,pirapora,-17.345,-44.9419,15.78,84.0,0.0,0.62,BR,1690364773.0
526,egilsstadir,65.2653,-14.3948,6.95,87.0,75.0,3.09,IS,1690364773.0
527,yarmouth,41.7057,-70.2286,21.65,94.0,0.0,1.54,US,1690364774.0
528,keren,15.7778,38.4581,28.55,39.0,67.0,2.99,ER,1690364775.0
529,juwana,-6.715,111.1514,27.97,64.0,9.0,3.95,ID,1690364776.0
530,coxim,-18.5067,-54.76,18.6,43.0,0.0,1.77,BR,1690364679.0
531,santiago de cao,-7.9589,-79.2392,21.07,83.0,100.0,3.6,PE,1690364777.0
532,sterling,39.0062,-77.4286,21.17,91.0,0.0,2.24,US,1690364777.0
533,guthrie,35.8789,-97.4253,29.18,50.0,0.0,6.17,US,1690364778.0
534,upper grand lagoon,30.1633,-85.7408,25.58,89.0,0.0,1.54,US,1690364779.0
535,al jawf,29.5,38.75,38.54,13.0,4.0,1.64,SA,1690364779.0
536,vuktyl,63.8567,57.3094,24.18,40.0,18.0,3.08,RU,1690364780.0
537,hanko,59.8333,22.95,20.47,79.0,47.0,5.81,FI,1690364780.0
538,hanceville,34.0607,-86.7675,22.87,81.0,0.0,0.12,US,1690364781.0
539,miyaly,48.8844,53.7836,29.88,39.0,6.0,3.86,KZ,1690364782.0
540,polyarnyy,69.1989,33.4478,11.3,89.0,100.0,3.64,RU,1690364782.0
541,manokwari,-0.8667,134.0833,27.18,78.0,63.0,0.77,ID,1690364783.0
542,flying fish cove,-10.4217,105.6791,25.82,83.0,75.0,4.63,CX,1690364783.0
543,sinnar,13.5691,33.5672,31.3,51.0,96.0,7.12,SD,1690364784.0
544,haifa,32.8156,34.9892,35.16,49.0,20.0,3.6,IL,1690364784.0
545,chernyshevskiy,63.0128,112.4714,19.4,86.0,64.0,4.64,RU,1690364785.0
546,xiongzhou,25.1167,114.3,32.52,61.0,67.0,3.68,CN,1690364786.0
547,robertsdale,30.5538,-87.7119,26.4,81.0,0.0,0.0,US,1690364787.0
548,kaa-khem,51.6833,94.7333,20.56,56.0,72.0,1.19,RU,1690364787.0
549,trondheim,63.4305,10.3951,19.95,80.0,100.0,0.89,NO,1690364565.0
550,salekhard,66.53,66.6019,17.78,86.0,100.0,2.61,RU,1690364794.0
551,onguday,50.75,86.15,27.5,32.0,60.0,2.06,RU,1690364794.0
552,sungai penuh,-2.0833,101.3833,22.06,89.0,76.0,1.56,ID,1690364795.0
553,banda aceh,5.5577,95.3222,30.12,66.0,100.0,6.74,ID,1690364795.0
554,pointe-noire,-4.7761,11.8635,24.04,78.0,75.0,2.57,CG,1690364796.0
555,flin flon,54.7682,-101.865,14.15,76.0,93.0,4.86,CA,1690364797.0
556,isangel,-19.55,169.2667,20.89,62.0,100.0,6.7,VU,1690364797.0
557,prado,-17.3411,-39.2208,22.41,78.0,98.0,4.02,BR,1690364798.0
558,albu kamal,34.45,40.9186,41.76,12.0,0.0,6.76,SY,1690364798.0
559,puerto real,36.5282,-6.1901,25.07,73.0,40.0,5.14,ES,1690364799.0
560,sake,-1.5736,29.045,26.34,36.0,55.0,2.37,CD,1690364799.0
